ID,age,gender,sexualorientation,edu,judge_pic,judge_outfit,judge_job,judge_born,judge_live,judge_car,judge_uni,judge_diet,judge_drink,judge_teeth,judge_posts,judge_grammar,judge_sparetime,judge_total,onenight,friendwb,datingsites,firstdates,seconddates,love,age_virginity,sex_year,sexparters_year,sexparters_life,cheat,whitelie_age,whitelie_divorce,whitelie_kids,whitelie_live,whitelie_job,whitelie_finance,whitelie_interest,whitelie_sexhistory,whitelie_datehistory,whitelie_total
2491,28,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,1,,no,no,1,1,1,1,19,0,NA,NA,No,0,0,0,0,0,1,0,0,0,1
2493,49,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,yes,yes,1,4,3,3,13 & under,5,3,15,"Yes, I've committed sexual infidelity",0,0,0,0,0,0,0,0,0,0
2512,32,0,1,2,1,0,1,0,0,0,0,1,0,0,1,0,1,,no,no,1,3,3,1,23,12,3,12,No,0,0,0,0,0,0,0,0,0,0
2526,54,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,,yes,yes,1,2,2,5,17,0,NA,12,"Yes, I've committed sexual infidelity",0,0,0,0,0,0,0,0,0,0
2527,62,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,,yes,no,NA,1,1,2,17,12,1,9,"Yes, I've committed both sexual and emotional infidelity",0,0,0,0,0,0,0,1,1,2
2530,32,1,0,2,1,0,0,0,0,0,0,0,0,0,1,1,1,,no,yes,0,1,1,2,17,6,1,9,No,0,0,0,0,0,0,0,0,0,0
2533,29,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,,NA,NA,NA,1,1,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2538,71,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,yes,yes,NA,1,1,3,19,12,NA,NA,"Yes, I've committed sexual infidelity",0,0,0,0,0,0,0,0,0,0
2550,36,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,,yes,yes,1,3,3,2,16,27,3,15,No,0,0,0,0,0,0,0,0,0,0
2552,63,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,,yes,no,NA,1,1,2,16,0,NA,10,No,0,0,0,0,0,0,0,0,0,0
2560,29,1,0,2,1,1,1,0,0,0,0,0,0,1,1,1,1,,yes,yes,0,5,4,0,20,13,5,14,"Yes, I've committed sexual infidelity",0,0,0,0,0,1,0,0,0,1
2562,31,1,0,2,0,1,0,0,0,0,0,0,0,1,1,0,1,,no,no,0,1,1,1,19,0,NA,9,No,0,0,0,0,0,0,0,0,0,0
2564,65,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,yes,no,NA,1,1,3,17,13,NA,NA,No,0,0,0,0,0,0,0,0,0,0
2568,50,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,,no,yes,1,1,1,4,18,5,1,10,"Yes, I've committed both sexual and emotional infidelity",1,0,0,0,0,0,0,0,0,1
2580,35,1,0,3,0,1,0,0,0,0,1,0,0,1,1,1,0,,yes,yes,0,1,1,2,15,1,1,20,"Yes, I've committed both sexual and emotional infidelity",0,0,0,0,0,1,0,1,1,3
2584,35,1,0,3,0,0,1,0,1,0,1,1,0,1,1,1,0,,yes,no,0,1,1,1,20,0,NA,5,No,0,0,0,1,1,1,0,1,0,4
2588,25,1,0,1,1,1,1,0,0,1,0,1,0,1,1,1,1,,yes,no,0,1,1,1,15,10,NA,NA,No,0,0,0,0,0,0,0,0,0,0
2595,27,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,,NA,NA,NA,1,1,1,Still a virgin,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2598,46,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,1,0,0,1,0,0,0,0,1,3
2602,26,1,0,2,1,1,1,0,0,0,0,1,0,1,1,1,1,,yes,yes,1,3,2,3,17,30,5,30,No,0,0,0,0,0,0,0,1,1,2
2607,51,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,,yes,yes,1,7,6,3,17,25,5,50,"Yes, I've committed emotional infidelity",0,0,0,0,0,0,0,0,0,0
2609,54,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,0,0,0,1,0,1,0,1,0,3
2626,29,1,0,2,1,0,0,0,0,0,0,1,0,1,1,1,0,,NA,NA,NA,1,1,2,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2627,46,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,yes,yes,2,5,3,4,15,10,2,45,"Yes, I've committed sexual infidelity",1,0,0,0,0,1,0,0,0,2
2640,64,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,,yes,no,NA,1,1,0,17,0,NA,5,"Yes, I've committed both sexual and emotional infidelity",0,0,0,0,0,0,0,0,0,0
2644,76,1,0,1,0,1,1,0,1,1,1,0,0,1,1,1,1,,yes,yes,NA,1,1,50,21,0,NA,NA,"Yes, I've committed sexual infidelity",0,0,0,0,0,0,0,1,0,1
2654,25,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,yes,yes,NA,1,2,3,19,3,3,3,"Yes, I've committed sexual infidelity",1,1,1,1,1,1,1,1,1,9
2664,44,1,0,0,1,1,0,1,1,0,0,1,1,0,0,1,0,,NA,NA,NA,1,1,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2666,22,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,,NA,NA,NA,1,1,0,Still a virgin,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2671,40,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,1,1,2,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2674,24,1,0,2,0,0,0,0,0,0,1,0,0,1,1,1,0,,NA,NA,0,1,1,0,Still a virgin,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2682,38,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,,NA,NA,0,3,4,1,NA,NA,NA,NA,NA,0,0,0,1,1,0,0,0,0,2
2690,28,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,,yes,yes,0,1,1,2,18,0,NA,5,No,0,0,0,0,1,0,0,0,0,1
2693,19,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,NA,NA,0,1,1,1,Still a virgin,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2705,25,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,,NA,NA,NA,3,3,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2723,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,no,yes,NA,1,1,5,13 & under,0,NA,NA,No,0,0,0,0,1,1,0,0,0,2
2732,20,1,0,1,1,1,1,1,0,0,1,0,0,0,1,0,1,,no,yes,NA,1,1,2,19,20,1,1,No,0,0,0,0,0,1,0,1,1,3
2734,33,1,2,1,1,0,0,0,0,0,0,0,0,0,1,1,0,,yes,yes,0,1,1,2,22,0,NA,4,No,0,0,0,0,0,0,0,0,0,0
2749,39,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,,no,no,0,1,1,5,18,0,NA,3,No,0,0,0,0,0,0,1,0,0,1
2754,29,0,0,2,1,1,1,1,0,1,0,0,0,1,1,1,0,,NA,NA,2,4,3,2,NA,NA,NA,NA,NA,0,0,0,0,1,0,1,0,0,2
2755,20,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,,NA,NA,NA,1,1,3,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,1
2763,24,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,,NA,NA,NA,3,3,2,Still a virgin,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2778,27,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,,yes,yes,NA,2,3,2,13 & under,100,5,10,"Yes, I've committed both sexual and emotional infidelity",1,0,0,1,1,0,1,0,0,4
2781,34,1,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,,no,yes,1,1,1,2,16,12,1,6,No,0,0,0,0,0,0,0,0,0,0
2787,39,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,,yes,yes,NA,22,21,1,21,NA,NA,NA,"Yes, I've committed sexual infidelity",0,0,0,0,0,0,0,0,0,0
2788,21,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,no,no,3,4,6,2,14,2,4,10,"Yes, I've committed sexual infidelity",0,0,0,0,1,0,0,0,0,1
2793,21,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,NA,NA,NA,1,1,1,Still a virgin,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2803,63,1,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,,yes,yes,NA,1,1,3,16,0,NA,14,"Yes, I've committed sexual infidelity",0,0,0,0,0,0,0,1,1,2
2806,54,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,no,no,NA,1,1,3,14,0,NA,NA,"Yes, I've committed sexual infidelity",0,0,0,0,0,0,0,0,0,0
2814,57,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,,NA,NA,2,2,1,2,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2825,59,1,0,3,0,0,0,0,0,0,0,0,0,1,0,1,0,,yes,no,NA,3,3,3,19,3,3,15,No,1,0,0,0,0,1,0,0,0,2
2826,65,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,yes,no,NA,1,1,4,17,0,NA,4,No,0,0,0,0,0,0,0,0,0,0
2833,67,0,0,3,1,0,0,0,0,0,0,1,0,1,0,1,0,,yes,no,1,1,1,3,16,3,1,20,"Yes, I've committed both sexual and emotional infidelity",0,0,0,0,0,0,0,0,0,0
2843,57,1,0,2,0,1,0,0,0,1,0,0,1,1,0,1,0,,no,no,NA,1,2,3,21,1,1,3,No,0,0,0,0,0,0,0,0,0,0
2847,54,1,2,3,0,0,0,0,0,0,0,0,0,0,1,0,1,,yes,yes,NA,1,1,2,19,0,NA,12,No,1,0,0,1,0,1,0,0,0,3
2849,76,0,0,3,1,1,1,0,1,0,0,0,1,1,1,1,0,,yes,no,1,5,3,3,16,0,NA,10,No,0,0,0,0,0,0,0,0,0,0
2858,90,1,0,1,1,1,1,0,1,0,0,0,0,1,1,1,1,,no,no,0,1,1,2,23,0,NA,NA,No,1,0,0,0,0,0,0,0,0,1
2860,61,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,yes,yes,1,1,1,3,15,0,NA,NA,"Yes, I've committed sexual infidelity",0,0,0,0,0,0,0,0,0,0
2869,67,1,0,2,0,0,0,0,0,0,0,0,1,1,1,1,1,,no,no,NA,1,1,2,20,0,NA,NA,No,0,1,0,0,0,1,0,1,1,4
2875,52,0,0,3,1,1,1,0,0,0,1,0,0,1,1,1,0,,yes,yes,4,8,4,3,40,45,4,16,No,0,0,0,0,0,0,0,0,0,0
2884,84,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,,NA,NA,NA,1,1,2,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2885,45,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,,yes,no,3,6,3,5,18,40,2,22,"Yes, I've committed sexual infidelity",1,0,0,0,0,0,0,0,0,1
2893,58,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,yes,yes,0,1,1,3,18,0,NA,8,No,0,0,0,0,0,0,0,0,0,0
2895,59,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,1,1,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2896,40,0,2,2,1,0,0,1,0,1,0,1,1,0,1,1,1,,yes,yes,3,6,5,10,16,30,6,60,"Yes, I've committed both sexual and emotional infidelity",0,0,0,0,1,1,1,1,1,5
2906,70,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,,yes,no,NA,1,1,3,14,0,NA,NA,"Yes, I've committed sexual infidelity",0,0,0,0,0,1,0,1,1,3
2907,63,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,NA,NA,0,1,1,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2911,78,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2918,68,1,0,3,1,1,1,1,1,1,0,1,1,1,1,1,0,,NA,NA,2,1,1,2,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2921,65,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,,yes,yes,0,1,1,50,26,5,5,55,"Yes, I've committed both sexual and emotional infidelity",0,0,0,0,1,0,0,1,1,3
2928,51,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,no,no,NA,1,1,1,17,0,NA,NA,No,0,0,0,0,0,0,0,0,0,0
2930,53,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
2936,53,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,no,no,NA,1,1,0,21,0,NA,NA,No,0,0,0,0,0,0,0,0,0,0
2939,62,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,,yes,no,NA,1,1,2,15,0,NA,3,"Yes, I've committed sexual infidelity",0,0,0,0,0,0,0,0,0,0
2945,25,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,,NA,NA,3,2,2,6,NA,NA,NA,NA,NA,0,0,0,1,1,0,0,1,1,4
2952,68,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,yes,yes,4,6,1,4,21,0,NA,7,"Yes, I've committed emotional infidelity",0,0,0,0,0,0,0,0,0,0
2960,60,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,yes,no,NA,3,3,3,19,19,1,16,No,0,0,0,0,0,0,1,0,1,2
2984,56,0,0,2,1,0,1,0,0,0,0,0,0,0,1,0,0,,no,yes,NA,1,1,3,13 & under,0,NA,1,No,0,0,0,0,1,1,0,0,0,2
2985,19,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,,no,no,1,3,4,0,19,5,1,1,No,0,0,0,0,0,0,0,0,0,0
2987,64,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,NA,NA,NA,1,1,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0,1
3008,21,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,NA,NA,NA,3,3,0,Still a virgin,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
3021,78,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,yes,yes,2,3,3,1,17,20,3,NA,"Yes, I've committed both sexual and emotional infidelity",0,0,0,0,0,0,0,0,0,0
3022,57,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,,yes,no,0,1,1,4,16,0,NA,NA,No,0,0,0,0,0,0,0,0,0,0
3024,24,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,no,no,NA,1,1,1,13 & under,0,NA,NA,No,0,1,0,0,0,0,0,0,0,1
3032,65,1,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,,yes,no,NA,1,1,1,15,0,NA,25,"Yes, I've committed sexual infidelity",0,0,0,0,0,0,0,0,0,0
3035,70,1,0,2,0,1,1,0,1,1,1,1,1,1,1,1,1,,no,no,NA,1,1,2,18,0,NA,1,No,0,0,0,0,0,0,0,0,0,0
3039,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,no,no,NA,1,1,0,16,0,NA,2,No,0,0,0,0,0,0,0,0,0,0
3054,58,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
3056,65,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,yes,yes,NA,1,1,2,17,0,NA,40,No,0,0,0,0,0,0,0,0,0,0
3059,55,1,0,2,1,1,1,0,1,1,0,1,1,1,1,1,1,,yes,yes,2,1,1,9,17,0,NA,35,"Yes, I've committed sexual infidelity",0,0,0,0,0,0,0,1,0,1
3067,58,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,NA,NA,NA,1,1,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
3072,62,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,,no,no,NA,1,1,5,19,0,NA,5,No,0,0,0,0,0,0,0,1,0,1
3074,69,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,,yes,no,1,1,1,1,19,0,NA,5,"Yes, I've committed both sexual and emotional infidelity",1,1,0,1,0,0,0,0,0,3
3077,18,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,,NA,NA,NA,2,1,1,NA,NA,NA,NA,NA,0,0,0,0,0,1,1,0,1,3
3081,81,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,,yes,no,NA,1,1,5,20,0,NA,2,No,0,0,0,0,0,0,0,0,0,0
3082,23,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,no,yes,1,2,1,1,17,4,2,4,No,0,0,0,0,0,0,1,0,1,2
3093,58,0,0,2,1,1,1,1,1,1,0,1,1,1,1,1,1,,yes,no,NA,1,1,1,17,0,NA,NA,No,0,0,0,0,0,0,0,0,0,0
3095,21,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,,no,yes,1,2,2,3,18,7,3,14,No,0,0,0,0,1,1,1,0,0,3
3100,68,1,0,2,0,1,1,0,0,0,0,1,0,1,0,1,1,,no,no,NA,1,1,1,21,0,NA,1,No,0,0,0,0,0,0,0,0,0,0
3103,26,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,,yes,yes,0,2,11,1,20,20,2,11,"Yes, I've committed sexual infidelity",0,0,0,0,0,0,0,1,1,2
3104,70,0,3,1,1,1,1,0,1,0,0,1,0,1,0,1,1,,NA,NA,NA,1,1,6,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
3117,23,1,0,1,0,1,0,0,0,0,0,1,1,0,1,1,1,,NA,NA,NA,1,1,0,Still a virgin,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
3122,63,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,no,no,NA,1,1,1,19,0,NA,2,"Yes, I've committed both sexual and emotional infidelity",0,0,0,0,0,0,0,0,0,0
3150,18,0,0,0,1,1,1,1,0,1,1,0,0,0,1,1,1,,no,no,NA,1,1,0,13 & under,0,NA,0,No,0,0,0,0,0,0,1,0,0,1
3151,60,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,,no,no,0,1,1,2,33,10,1,2,No,0,0,0,0,0,0,0,1,0,1
3153,51,1,0,2,1,0,1,0,0,0,0,0,1,1,0,1,0,,NA,NA,0,1,1,1,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
3155,24,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,,yes,no,2,2,2,1,18,3,1,3,No,0,0,0,0,0,0,0,0,0,0
3159,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,no,yes,1,1,1,2,18,0,NA,3,"Yes, I've committed both sexual and emotional infidelity",0,0,0,0,0,0,1,0,0,1
3160,21,0,0,2,1,1,1,1,1,1,1,1,0,0,0,0,1,,no,no,NA,2,2,2,18,3,1,5,No,0,0,0,0,0,0,1,0,1,2
3162,20,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,,NA,NA,0,3,1,1,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
3173,58,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,no,no,0,1,1,2,17,0,NA,3,No,0,0,0,0,0,0,0,0,0,0
3184,26,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,,no,no,NA,4,3,2,18,5,5,15,No,0,0,0,1,1,0,1,0,0,3
3189,33,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,1,1,3,NA,NA,NA,NA,NA,0,0,0,1,0,0,1,0,0,2
3194,66,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,,yes,no,NA,1,1,4,19,0,NA,10,No,0,0,0,0,0,0,1,0,0,1
3202,62,1,0,NA,1,0,0,0,0,0,0,0,0,1,1,1,0,,yes,yes,1,1,1,6,20,2,1,6,"Yes, I've committed sexual infidelity",0,0,0,0,0,0,0,1,0,1
3216,42,0,2,2,1,1,0,0,0,0,0,0,0,0,0,1,0,,yes,yes,1,3,3,4,13 & under,10,3,80,No,0,0,0,0,0,0,0,1,1,2
3221,21,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,,NA,NA,0,1,1,1,Still a virgin,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
3225,72,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,no,no,0,1,1,1,18,0,NA,4,No,0,0,0,0,0,0,0,0,0,0
3244,69,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,1,,yes,yes,NA,1,1,3,16,0,NA,75,"Yes, I've committed both sexual and emotional infidelity",0,0,0,0,0,0,0,0,1,1
3246,22,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,,NA,NA,NA,1,1,0,Still a virgin,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
3247,45,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,,yes,yes,NA,10,15,4,15,20,1,100,"Yes, I've committed sexual infidelity",0,0,0,0,0,1,0,1,0,2
3261,31,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,,no,no,NA,1,1,0,Prefer not to answer,NA,NA,NA,No,0,0,0,0,0,0,0,0,0,0
3262,69,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,,yes,yes,0,1,1,6,16,40,5,25,No,0,0,0,0,0,0,0,0,0,0
3267,39,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,no,no,1,1,1,2,18,0,NA,1,No,0,0,0,0,0,0,0,0,0,0
3274,46,0,0,2,1,0,1,0,0,0,0,1,0,0,0,0,1,,NA,NA,1,4,4,2,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
3275,55,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,,no,no,0,2,2,2,50,0,NA,1,No,0,0,0,0,0,0,0,0,0,0
3279,52,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,no,no,NA,1,1,1,16,15,1,25,"Yes, I've committed sexual infidelity",0,0,0,0,0,0,0,0,0,0
3283,45,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,,yes,yes,1,3,2,2,37,2,2,12,"Yes, I've committed sexual infidelity",0,0,1,0,0,0,0,0,1,2
3292,64,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,,NA,NA,NA,6,6,2,NA,NA,NA,NA,NA,0,0,0,1,0,1,0,0,0,2
3301,27,0,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,,NA,NA,NA,1,1,1,Still a virgin,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
3302,62,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,,yes,yes,2,3,3,3,17,10,NA,NA,No,0,0,0,0,0,0,0,0,0,0
3304,71,0,0,3,1,0,0,0,0,0,0,0,0,0,1,1,1,,no,no,NA,1,1,1,25,0,NA,1,No,0,0,0,0,0,0,0,0,0,0
3305,35,0,1,2,0,1,1,1,0,0,0,0,0,1,0,1,0,,yes,yes,3,4,3,1,30,7,4,25,"Yes, I've committed sexual infidelity",0,0,0,0,0,0,0,0,0,0
3306,32,1,0,3,0,0,0,0,0,0,0,0,0,0,1,1,1,,NA,NA,2,1,1,1,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,1,0,2
3314,43,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,,yes,yes,1,2,2,2,16,40,3,NA,"Yes, I've committed both sexual and emotional infidelity",0,0,0,0,0,1,0,1,1,3
3324,52,1,1,3,1,0,0,0,0,0,0,0,0,0,0,1,0,,no,yes,NA,1,1,2,20,0,NA,4,No,0,0,0,1,0,0,0,0,0,1
3326,54,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,,NA,NA,0,1,1,4,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
3328,33,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,,no,no,0,1,1,0,20,0,NA,NA,No,0,0,0,0,0,0,0,0,0,0
3334,71,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,1,1,5,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
3336,51,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,,no,no,1,3,3,5,21,14,3,25,"Yes, I've committed emotional infidelity",0,0,0,0,0,0,0,0,0,0
3341,20,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,,NA,NA,2,2,2,0,Still a virgin,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
3345,47,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,0,,no,no,2,2,2,2,20,2,1,2,No,0,0,0,0,0,1,0,0,0,1
3348,67,1,0,3,0,0,1,0,0,0,0,0,1,1,1,1,0,,NA,NA,NA,1,1,2,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
3350,26,0,0,3,0,0,1,0,0,0,1,0,0,0,0,0,0,,no,no,NA,1,1,1,Prefer not to answer,NA,NA,NA,No,0,0,0,0,0,0,0,0,0,0
3355,58,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,,NA,NA,NA,1,1,3,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
3363,53,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,1,,yes,yes,NA,1,1,3,17,0,NA,15,No,0,0,0,0,0,0,0,0,0,0
3364,30,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,,yes,yes,1,6,6,0,21,10,4,NA,No,0,0,0,0,0,0,0,1,1,2
3376,53,1,0,0,0,1,1,0,1,1,0,1,0,1,0,1,1,,no,no,NA,1,1,5,17,100,1,5,No,0,0,0,0,0,0,0,0,0,0
3381,59,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,yes,yes,0,1,1,5,16,0,NA,20,"Yes, I've committed both sexual and emotional infidelity",0,0,0,0,0,0,0,0,0,0
3396,66,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,no,no,0,1,1,3,16,0,NA,3,"Yes, I've committed emotional infidelity",0,0,0,0,0,0,0,0,0,0
3398,26,0,1,3,1,0,1,0,1,0,1,0,0,0,1,0,1,,no,no,1,4,1,3,18,0,NA,2,No,0,0,0,0,0,0,0,0,0,0
3400,42,1,0,3,0,1,0,0,0,0,0,0,1,1,0,1,1,,no,no,0,1,1,3,19,0,NA,NA,No,0,0,0,0,0,0,0,0,0,0
3407,21,1,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,,NA,NA,1,2,1,2,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,1
3413,26,1,2,1,0,1,0,0,0,0,0,0,0,1,1,1,0,,NA,NA,1,1,1,0,Still a virgin,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
